timestamp,step,loss,gpu0_mem_used,gpu0_mem_total,gpu0_util_gpu,gpu0_util_mem
1763183391,0,4.256814479827881,9289531392,25769803776,87,43
1763183395,10,3.4841270446777344,14909898752,25769803776,98,46
1763183399,20,4.140668869018555,18206621696,25769803776,100,39
1763183402,30,3.497488021850586,18206621696,25769803776,98,44
1763183406,40,5.232437610626221,18206621696,25769803776,100,43
1763183410,50,3.691375494003296,18206621696,25769803776,100,40
1763183414,60,3.7122457027435303,18206621696,25769803776,100,38
1763183418,70,2.982409954071045,18206621696,25769803776,100,47
1763183422,80,3.883985757827759,18206621696,25769803776,100,42
1763183426,90,3.485963821411133,18206621696,25769803776,100,42
1763183430,100,3.996757745742798,18206621696,25769803776,100,46
1763183434,110,3.7792861461639404,18206621696,25769803776,100,44
1763183438,120,3.200502634048462,18206621696,25769803776,100,47
1763183442,130,3.9766364097595215,18206621696,25769803776,100,45
1763183446,140,3.867562770843506,18206621696,25769803776,100,39
1763183450,150,3.647538423538208,18206621696,25769803776,100,48
1763183454,160,4.285804271697998,18206621696,25769803776,100,44
1763183458,170,3.2400312423706055,18206621696,25769803776,99,45
1763183462,180,3.3100647926330566,18206621696,25769803776,98,40
1763183465,190,3.7041869163513184,18206621696,25769803776,100,42
1763183469,200,3.0409348011016846,18206621696,25769803776,98,46
1763183473,210,4.076962471008301,18206621696,25769803776,100,41
1763183477,220,3.34175181388855,18206621696,25769803776,100,43
1763183481,230,3.794405460357666,18206621696,25769803776,100,42
1763183485,240,4.300844669342041,18206621696,25769803776,100,38
