timestamp,step,loss,gpu0_mem_used,gpu0_mem_total,gpu0_util_gpu,gpu0_util_mem
1764125306,0,3.9987480640411377,7421165568,17179869184,100,51
1764125311,10,4.342037200927734,15883173888,17179869184,100,51
1764125316,20,3.7780392169952393,12754223104,17179869184,100,50
1764125321,30,4.061081409454346,16050946048,17179869184,100,52
1764125328,40,3.72664213180542,16050946048,17179869184,100,51
1764125333,50,3.803557872772217,16050946048,17179869184,100,49
1764125339,60,3.5736770629882812,16050946048,17179869184,100,50
1764125347,70,3.7514209747314453,16050946048,17179869184,100,52
1764125352,80,3.2280616760253906,16050946048,17179869184,98,59
1764125358,90,3.3850815296173096,16050946048,17179869184,100,54
1764125366,100,3.7706363201141357,16050946048,17179869184,100,54
1764125372,110,3.154531240463257,16050946048,17179869184,100,51
1764125377,120,4.03834342956543,16050946048,17179869184,100,50
1764125386,130,3.90657114982605,16050946048,17179869184,100,53
1764125390,140,3.6018009185791016,16050946048,17179869184,100,49
1764125396,150,4.023078918457031,16050946048,17179869184,100,51
1764125405,160,3.2459299564361572,16050946048,17179869184,100,53
1764125411,170,4.3026251792907715,16050946048,17179869184,100,58
1764125416,180,3.2754950523376465,16050946048,17179869184,100,55
1764125425,190,3.56900691986084,16050946048,17179869184,100,54
1764125430,200,3.303530216217041,16050946048,17179869184,100,50
1764125435,210,3.4401490688323975,16050946048,17179869184,100,53
1764125444,220,2.721938133239746,16050946048,17179869184,100,51
1764125449,230,3.2840428352355957,16050946048,17179869184,100,48
1764125454,240,3.3655407428741455,16050946048,17179869184,98,55
