timestamp,step,loss,gpu0_mem_used,gpu0_mem_total,gpu0_util_gpu,gpu0_util_mem
1764119127,0,4.158509254455566,8268414976,17179869184,64,45
1764119131,10,3.0398671627044678,11151998976,17179869184,100,51
1764119134,20,6.467596530914307,11151998976,17179869184,98,55
1764119137,30,nan,11151998976,17179869184,98,70
1764119147,40,3.3193821907043457,11158290432,17179869184,100,50
1764119150,50,nan,11158290432,17179869184,100,61
1764119154,60,2.6429011821746826,11158290432,17179869184,98,71
1764119169,70,4.568853378295898,11158290432,17179869184,98,60
1764119172,80,3.8422679901123047,11158290432,17179869184,98,65
1764119176,90,3.1732282638549805,11158290432,17179869184,100,51
1764119190,100,2.8347692489624023,11158290432,17179869184,100,49
1764119193,110,nan,11158290432,17179869184,98,70
1764119196,120,3.5310935974121094,11158290432,17179869184,100,50
1764119210,130,3.3017799854278564,11158290432,17179869184,100,51
1764119214,140,2.874253273010254,11158290432,17179869184,98,74
1764119217,150,3.888566255569458,11158290432,17179869184,100,49
1764119231,160,3.144099235534668,11158290432,17179869184,100,50
1764119235,170,2.6286721229553223,11158290432,17179869184,100,50
1764119238,180,3.111520290374756,11158290432,17179869184,100,46
1764119253,190,nan,11158290432,17179869184,98,52
1764119256,200,2.8655166625976562,11158290432,17179869184,98,51
1764119260,210,3.166355848312378,11158290432,17179869184,100,48
1764119275,220,3.3570449352264404,11158290432,17179869184,98,68
1764119278,230,2.841064214706421,11158290432,17179869184,100,52
1764119282,240,nan,11158290432,17179869184,98,71
1764119297,250,3.7696149349212646,11158290432,17179869184,100,50
1764119301,260,1.8114252090454102,11158290432,17179869184,100,65
1764119305,270,2.8896214962005615,11158290432,17179869184,100,51
1764119319,280,2.083791494369507,11158290432,17179869184,98,60
1764119323,290,3.561487913131714,11158290432,17179869184,100,51
1764119327,300,3.2142388820648193,11158290432,17179869184,98,49
1764119340,310,3.493818998336792,11158290432,17179869184,98,56
1764119344,320,3.3040473461151123,11158290432,17179869184,100,65
1764119347,330,3.3468704223632812,11158290432,17179869184,98,70
1764119362,340,3.0009350776672363,11158290432,17179869184,100,60
1764119366,350,1.739776849746704,11158290432,17179869184,100,47
1764119369,360,3.2650656700134277,11158290432,17179869184,98,74
1764119383,370,3.276282787322998,11158290432,17179869184,100,49
1764119387,380,3.1267640590667725,11158290432,17179869184,100,54
1764119391,390,3.125418186187744,11158290432,17179869184,100,61
1764119406,400,3.1089534759521484,11158290432,17179869184,100,62
1764119409,410,1.9204438924789429,11158290432,17179869184,98,73
1764119413,420,3.867147207260132,11158290432,17179869184,100,50
1764119428,430,nan,11158290432,17179869184,98,70
1764119431,440,3.696235179901123,11158290432,17179869184,100,69
1764119435,450,2.3542497158050537,11363811328,17179869184,100,59
1764119449,460,nan,11363811328,17179869184,100,69
1764119453,470,3.0389983654022217,11363811328,17179869184,98,48
1764119456,480,3.2239832878112793,11363811328,17179869184,100,70
1764119471,490,2.2621283531188965,11363811328,17179869184,100,56
1764119474,500,0.9032546281814575,11363811328,17179869184,100,58
1764119477,510,1.7757242918014526,11363811328,17179869184,100,50
1764119492,520,3.6863412857055664,11363811328,17179869184,99,50
1764119495,530,3.477358102798462,11363811328,17179869184,100,50
1764119499,540,nan,11363811328,17179869184,99,49
1764119513,550,3.7213685512542725,11363811328,17179869184,100,54
1764119517,560,2.9840168952941895,11363811328,17179869184,98,50
1764119520,570,3.0391616821289062,11363811328,17179869184,100,67
1764119535,580,3.1820013523101807,11363811328,17179869184,100,50
1764119539,590,1.5343140363693237,11363811328,17179869184,98,70
1764119542,600,3.149284839630127,11363811328,17179869184,100,50
1764119557,610,3.7082135677337646,11363811328,17179869184,98,55
1764119561,620,6.195493221282959,11363811328,17179869184,98,65
1764119564,630,1.76793372631073,11363811328,17179869184,100,50
1764119579,640,2.865373134613037,11363811328,17179869184,100,71
1764119583,650,3.843907117843628,11363811328,17179869184,98,52
1764119586,660,4.011580467224121,11363811328,17179869184,100,50
1764119601,670,nan,11363811328,17179869184,98,72
1764119604,680,2.409097194671631,11363811328,17179869184,98,64
1764119607,690,3.2736144065856934,11363811328,17179869184,100,49
1764119622,700,3.6387529373168945,11363811328,17179869184,100,50
1764119626,710,2.817697763442993,11363811328,17179869184,98,54
1764119629,720,3.2591946125030518,11363811328,17179869184,100,50
1764119644,730,4.209561347961426,11363811328,17179869184,98,48
1764119647,740,3.0764808654785156,11363811328,17179869184,100,49
