timestamp,job_names,working_time,total_running_times,scheduler_overhead,total_scheduler_overhead,gpu0_mem_used,gpu0_mem_total,gpu0_util_gpu,gpu0_util_mem
1764125278,gpt2-medium,200,200,0.00014925003051757812,0.00014925003051757812,10954866688,17179869184,0,0
1764125493,gpt2-small first,200,200,0.00014853477478027344,0.00029778480529785156,485883904,17179869184,0,0
1764125694,gpt2-small second,200,200,0.00014162063598632812,0.0004394054412841797,485883904,17179869184,0,0
1764125894,gpt2-small third,200,200,0.0001418590545654297,0.0005812644958496094,485883904,17179869184,1,0
1764126094,gpt2-small fourth,200,200,0.0001430511474609375,0.0007243156433105469,485883904,17179869184,0,0
