timestamp,job_names,working_time,total_running_times,scheduler_overhead,total_scheduler_overhead,gpu0_mem_used,gpu0_mem_total,gpu0_util_gpu,gpu0_util_mem
1764140585,gpt2-small,75,75,9.989738464355469e-05,9.989738464355469e-05,12930383872,17179869184,100,47
1764140666,gpt2-medium,75,75,0.00019216537475585938,0.00029206275939941406,11053432832,17179869184,0,0
1764140759,gpt2-medium,75,150,0.00019407272338867188,0.00048613548278808594,12582256640,17179869184,5,0
1764140851,gpt2-small,75,150,0.0001933574676513672,0.0006794929504394531,13840547840,17179869184,100,53
1764140932,gpt2-medium,75,225,0.0002243518829345703,0.0009038448333740234,485883904,17179869184,0,0
1764141007,gpt2-small,75,225,0.0001914501190185547,0.0010952949523925781,485883904,17179869184,0,0
