timestamp,step,loss,gpu0_mem_used,gpu0_mem_total,gpu0_util_gpu,gpu0_util_mem
1764123808,0,3.7319271564483643,9086304256,17179869184,75,46
1764123812,10,3.540757179260254,13643415552,17179869184,100,52
1764123817,20,3.641645908355713,12160729088,17179869184,100,54
1764123822,30,3.775326728820801,12160729088,17179869184,100,58
1764123830,40,3.8274850845336914,12148146176,17179869184,100,49
1764123835,50,3.725914239883423,13754564608,17179869184,100,50
1764123840,60,2.875168561935425,13754564608,17179869184,100,51
1764123849,70,4.4957733154296875,13754564608,17179869184,100,50
1764123854,80,3.5510952472686768,13754564608,17179869184,100,52
1764123859,90,3.257185220718384,13754564608,17179869184,100,60
1764123868,100,3.8985695838928223,13754564608,17179869184,100,53
1764124220,110,3.0535011291503906,16701063168,17179869184,100,49
1764124226,120,3.0209403038024902,13825867776,17179869184,100,53
1764124235,130,nan,13825867776,17179869184,100,50
1764124240,140,3.112677812576294,13825867776,17179869184,100,48
1764124245,150,3.740734815597534,17097424896,17179869184,100,51
1764124254,160,1.7667300701141357,17097424896,17179869184,100,52
1764124259,170,3.6651101112365723,17097424896,17179869184,100,52
1764124264,180,3.349813461303711,17097424896,17179869184,100,52
1764124274,190,3.282541275024414,17097424896,17179869184,100,51
1764124633,210,3.7695815563201904,11716132864,17179869184,100,53
1764124642,220,3.2478809356689453,16451502080,17179869184,100,53
1764124647,230,3.8533406257629395,16451502080,17179869184,100,54
1764124652,240,2.9876205921173096,13681164288,17179869184,100,50
