timestamp,job_names,working_time,total_running_times,gpu0_mem_used,gpu0_mem_total,gpu0_util_gpu,gpu0_util_mem
1763183617,gpt2,120,120,582156288,25769803776,0,0
1763183738,gpt2-small,120,120,582156288,25769803776,0,0
