timestamp,step,loss,gpu0_mem_used,gpu0_mem_total,gpu0_util_gpu,gpu0_util_mem
1764121959,0,4.403454780578613,9077915648,17179869184,91,49
1764121964,10,4.296016693115234,15189016576,17179869184,100,52
1764121969,20,5.652487277984619,12125077504,17179869184,100,51
1764121974,30,3.83978533744812,12921995264,17179869184,100,55
1764121981,40,3.834939956665039,12921995264,17179869184,100,51
1764121987,50,3.5238699913024902,16168386560,17179869184,100,50
1764121992,60,5.256026744842529,13007978496,17179869184,100,55
1764122000,70,4.77363395690918,13007978496,17179869184,100,48
1764122006,80,3.7679378986358643,13007978496,17179869184,100,53
1764122011,90,3.661482095718384,16304701440,17179869184,100,55
1764122019,100,3.8583614826202393,16304701440,17179869184,100,49
1764122129,110,3.207078695297241,15732178944,17179869184,99,56
1764122135,120,3.4282021522521973,16642342912,17179869184,98,56
1764122144,130,3.789628028869629,12603228160,17179869184,100,53
1764122149,140,3.2690236568450928,15899951104,17179869184,100,50
1764122154,150,3.7230429649353027,15899951104,17179869184,100,50
1764122163,160,3.906083345413208,15925116928,17179869184,97,58
1764122168,170,2.1822712421417236,15925116928,17179869184,100,53
1764122173,180,3.3487730026245117,15925116928,17179869184,100,53
1764122183,190,4.073312759399414,15925116928,17179869184,100,46
1764122294,200,3.388188123703003,10954866688,17179869184,100,48
1764122299,210,3.088192939758301,12712280064,17179869184,100,51
1764122308,220,2.322539806365967,15832842240,17179869184,100,50
1764122313,230,3.6358962059020996,15832842240,17179869184,100,50
1764122317,240,3.4594552516937256,15832842240,17179869184,99,57
