timestamp,step,loss,gpu0_mem_used,gpu0_mem_total,gpu0_util_gpu,gpu0_util_mem
1764125708,0,3.8335585594177246,7999979520,17179869184,69,45
1764125714,10,3.7285499572753906,11980374016,17179869184,100,52
1764125719,20,4.455905437469482,11825184768,17179869184,100,53
1764125725,30,4.3199143409729,15096741888,17179869184,100,51
1764125733,40,2.6652917861938477,12450136064,17179869184,100,54
1764125738,50,3.9036245346069336,12450136064,17179869184,100,52
1764125743,60,3.4645936489105225,12450136064,17179869184,100,48
1764125752,70,4.145340442657471,12450136064,17179869184,100,60
1764125756,80,3.1416618824005127,12450136064,17179869184,100,51
1764125762,90,3.5340845584869385,13284802560,17179869184,100,48
1764125771,100,3.396852731704712,13284802560,17179869184,100,49
1764125775,110,3.9195690155029297,13284802560,17179869184,100,53
1764125781,120,3.962287664413452,13284802560,17179869184,100,49
1764125791,130,3.4771728515625,13284802560,17179869184,100,52
1764125796,140,3.7986648082733154,13284802560,17179869184,100,50
1764125801,150,3.2515525817871094,13284802560,17179869184,100,52
1764125809,160,3.2611870765686035,13284802560,17179869184,100,54
1764125814,170,3.56404447555542,13284802560,17179869184,100,52
1764125820,180,3.768000364303589,16581525504,17179869184,100,50
1764125829,190,5.86073637008667,16581525504,17179869184,100,57
1764125834,200,3.154162883758545,16581525504,17179869184,100,47
1764125839,210,3.571169853210449,16581525504,17179869184,100,55
1764125848,220,3.6418814659118652,16581525504,17179869184,100,47
1764125853,230,3.5404741764068604,16581525504,17179869184,100,50
1764125858,240,3.6246142387390137,16581525504,17179869184,100,49
